TransactionID,AccountID,Type,Category,Subcategory,Amount,Date,Status,InvoiceNumber,RecipientID
T4946,2,Income,Bonus,Bonus,4747.85,28/05/2023,Cancelled,NULL,NULL
T6895,1,Expense,Food,Food,907.07,28/12/2023,Cancelled,NULL,NULL
T4535,1,Income,Property Rental,Property Rental,4417.61,31/03/2023,Completed,NULL,NULL
T3337,2,Expense,Entertainment,Airbnb,2263.355,07/07/2024,Completed,INV-9262,NULL
T7886,1,Expense,Beauty,Beauty,1159.575,10/01/2023,Cancelled,INV-2424,NULL
T1570,1,Income,Salary,Salary,970.4,23/08/2024,Completed,NULL,NULL
T7559,2,Expense,Taxes,Taxes,864.895,08/06/2023,Completed,NULL,NULL
T1326,1,Expense,Food,Food,1191.765,14/03/2023,Cancelled,NULL,NULL
T6158,2,Income,Bonus,Bonus,2864.31,25/08/2024,Cancelled,NULL,NULL
T5199,2,Expense,Utilities,Utilities,852.625,07/06/2024,Completed,NULL,NULL
T2924,1,Expense,Taxes,Taxes,1226.91,18/02/2023,Pending,NULL,NULL
T8005,1,Expense,Beauty,Beauty,1314.575,03/04/2023,Pending,INV-1238,NULL
T6105,2,Income,Freelance,Freelance,2538.21,17/11/2023,Cancelled,NULL,NULL
T3157,2,Income,Bonus,Bonus,3916.46,06/03/2024,Pending,NULL,NULL
T1689,1,Expense,Food,Food,806.92,13/07/2023,Completed,INV-4240,NULL
T3291,1,Expense,Utilities,Utilities,1392.985,03/10/2023,Cancelled,NULL,NULL
T3597,2,Expense,Taxes,Taxes,568.69,06/10/2023,Cancelled,INV-4998,NULL
T5929,1,Income,Property Rental,Property Rental,3425.12,17/04/2023,Completed,NULL,NULL
T1791,2,Expense,Groceries,Groceries,1593.125,08/07/2024,Completed,NULL,NULL
T4918,1,Income,Shopify Store,Shopify Store,90.61,04/01/2024,Cancelled,NULL,NULL
T2880,1,Expense,Beauty,Beauty,1269.825,16/05/2024,Completed,NULL,NULL
T6952,2,Expense,Transport,Transport,2284.93,19/08/2023,Pending,INV-9267,NULL
T2164,2,Income,Salary,Salary,3259.12,02/09/2023,Pending,NULL,NULL
T8320,1,Expense,Food,Food,98.36,29/04/2024,Cancelled,INV-4391,NULL
T9645,1,Expense,Utilities,Utilities,2009,11/04/2024,Cancelled,INV-1882,NULL
T8431,2,Expense,Sending Money to Family,Sending Money to Family,1693.285,26/03/2024,Cancelled,NULL,R0006
T3605,2,Expense,Food,Food,933.425,30/09/2023,Pending,INV-9131,NULL
T6209,2,Income,Freelance,Freelance,1094.44,26/03/2024,Completed,NULL,NULL
T3599,1,Income,Shopify Store,Shopify Store,2745.32,09/04/2024,Pending,NULL,NULL
T3967,2,Expense,Groceries,Groceries,1839.405,02/02/2024,Cancelled,NULL,NULL
T2797,2,Expense,Food,Food,1800.6,11/04/2023,Pending,INV-3247,NULL
T2988,1,Expense,Transport,Transport,1526.785,16/01/2023,Completed,NULL,NULL
T1155,2,Income,Salary,Salary,4094.85,01/06/2023,Completed,NULL,NULL
T5982,2,Expense,Groceries,Groceries,1024.645,20/08/2024,Completed,NULL,NULL
T6350,1,Income,Bonus,Bonus,1210.68,25/05/2023,Completed,NULL,NULL
T1422,1,Income,Salary,Salary,982.67,14/02/2024,Completed,NULL,NULL
T4977,1,Expense,Food,Food,733.805,25/11/2023,Cancelled,INV-8938,NULL
T9174,2,Income,Salary,Salary,4871.47,15/05/2023,Completed,NULL,NULL
T3687,2,Expense,Groceries,Groceries,1781.34,02/07/2023,Cancelled,INV-9762,NULL
T9815,1,Expense,Entertainment,Microsoft,891.045,03/08/2024,Cancelled,INV-9180,NULL
T5335,2,Income,Property Rental,Property Rental,2410.41,22/08/2024,Pending,NULL,NULL
T8966,1,Expense,Transport,Transport,1067.095,24/06/2024,Cancelled,INV-5940,NULL
T4338,2,Income,Salary,Salary,932.77,11/08/2023,Cancelled,NULL,NULL
T7288,2,Income,Bonus,Bonus,1234.89,01/05/2024,Cancelled,NULL,NULL
T1913,2,Expense,Beauty,Beauty,561.44,27/12/2023,Completed,NULL,NULL
T2332,2,Income,Salary,Salary,3834.53,01/08/2023,Completed,NULL,NULL
T9437,2,Expense,Beauty,Beauty,632.55,29/05/2024,Cancelled,INV-6188,NULL
T9701,1,Expense,Entertainment,Amazon,1540.815,23/10/2023,Pending,NULL,NULL
T3366,2,Expense,Entertainment,Adobe,850.75,03/01/2023,Completed,NULL,NULL
T1787,1,Income,Property Rental,Property Rental,2761.12,26/10/2023,Cancelled,NULL,NULL
T8637,2,Income,Freelance,Freelance,3191.79,30/05/2024,Completed,NULL,NULL
T4696,1,Income,Shopify Store,Shopify Store,3033.99,03/05/2023,Pending,NULL,NULL
T8901,1,Income,Salary,Salary,3580.21,01/03/2023,Completed,NULL,NULL
T4035,2,Income,Salary,Salary,865.37,19/07/2023,Cancelled,NULL,NULL
T4723,2,Income,Shopify Store,Shopify Store,1189.01,12/07/2024,Pending,NULL,NULL
T1553,2,Income,Shopify Store,Shopify Store,1378.01,26/02/2024,Completed,NULL,NULL
T4397,1,Income,Salary,Salary,3768.29,30/05/2024,Completed,NULL,NULL
T1925,1,Income,Shopify Store,Shopify Store,636.24,12/02/2023,Cancelled,NULL,NULL
T3036,1,Income,Property Rental,Property Rental,1030.34,11/03/2023,Completed,NULL,NULL
T5408,2,Expense,Utilities,Utilities,1526.735,14/03/2024,Cancelled,NULL,NULL
T1945,1,Expense,Groceries,Groceries,2036.68,24/01/2024,Pending,NULL,NULL
T8160,2,Income,Shopify Store,Shopify Store,3052.41,24/03/2024,Cancelled,NULL,NULL
T9747,2,Expense,Taxes,Taxes,1399.35,15/07/2023,Completed,NULL,NULL
T7550,1,Income,Property Rental,Property Rental,926.52,28/05/2024,Pending,NULL,NULL
T4389,2,Expense,Food,Food,401.14,16/11/2023,Cancelled,NULL,NULL
T1406,1,Expense,Beauty,Beauty,439.315,20/05/2024,Pending,INV-2220,NULL
T5825,2,Expense,Entertainment,Amazon,103.91,15/04/2024,Completed,INV-2661,NULL
T7126,2,Expense,Transport,Transport,828.955,12/12/2023,Cancelled,NULL,NULL
T7165,2,Income,Salary,Salary,1944.03,24/03/2024,Cancelled,NULL,NULL
T7463,1,Expense,Sending Money to Family,Sending Money to Family,1420.375,06/05/2024,Pending,NULL,R0010
T2339,2,Income,Property Rental,Property Rental,2320.85,16/01/2024,Cancelled,NULL,NULL
T2172,2,Expense,Transport,Transport,824.525,30/04/2023,Cancelled,INV-6507,NULL
T3745,2,Income,Freelance,Freelance,3842.52,09/04/2024,Cancelled,NULL,NULL
T5109,1,Expense,Food,Food,395.87,02/01/2023,Completed,NULL,NULL
T6190,1,Income,Bonus,Bonus,888.49,04/10/2023,Completed,NULL,NULL
T8617,2,Income,Freelance,Freelance,3678.72,30/01/2023,Pending,NULL,NULL
T9489,2,Expense,Utilities,Utilities,888.59,28/10/2023,Cancelled,INV-3317,NULL
T7390,2,Expense,Entertainment,DSTV,997.25,12/08/2023,Completed,INV-7867,NULL
T7879,2,Income,Shopify Store,Shopify Store,323.34,21/02/2023,Pending,NULL,NULL
T2967,1,Expense,Transport,Transport,570.895,11/12/2023,Pending,INV-2148,NULL
T8463,1,Income,Freelance,Freelance,453.74,22/01/2024,Pending,NULL,NULL
T9662,1,Expense,Utilities,Utilities,135.635,17/08/2024,Completed,INV-9764,NULL
T1043,1,Income,Shopify Store,Shopify Store,2123.01,27/09/2023,Completed,NULL,NULL
T3110,2,Income,Bonus,Bonus,1516.5,18/09/2023,Completed,NULL,NULL
T1928,1,Income,Bonus,Bonus,4873.83,23/02/2024,Completed,NULL,NULL
T5950,1,Expense,Beauty,Beauty,1657.435,06/02/2024,Cancelled,INV-9011,NULL
T5110,2,Income,Shopify Store,Shopify Store,3795.74,19/05/2024,Completed,NULL,NULL
T3415,1,Expense,Transport,Transport,1957.075,29/05/2023,Completed,NULL,NULL
T2687,2,Income,Bonus,Bonus,934.11,30/01/2023,Completed,NULL,NULL
T2675,1,Income,Bonus,Bonus,1815.34,07/08/2023,Cancelled,NULL,NULL
T1140,1,Expense,Food,Food,83.205,31/08/2023,Pending,INV-5420,NULL
T3473,2,Income,Shopify Store,Shopify Store,1954.65,12/07/2024,Completed,NULL,NULL
T6002,1,Expense,Sending Money to Family,Sending Money to Family,832.51,06/12/2023,Cancelled,NULL,R0001
T1648,1,Income,Bonus,Transfer In,1471.07,06/01/2024,Cancelled,NULL,NULL
T5406,2,Expense,Food,Food,415.235,17/03/2023,Pending,NULL,NULL
T2616,1,Income,Salary,Salary,3923.49,18/11/2023,Cancelled,NULL,NULL
T7838,1,Expense,Entertainment,Microsoft,1959.595,23/04/2024,Cancelled,INV-1685,NULL
T4718,2,Income,Freelance,Freelance,1083.96,08/04/2024,Pending,NULL,NULL
T1686,2,Expense,Groceries,Groceries,1451.34,06/02/2023,Completed,INV-8754,NULL
T7632,1,Expense,Beauty,Beauty,1826.41,19/09/2023,Pending,NULL,NULL
T9655,2,Income,Bonus,Bonus,4067.91,26/06/2023,Completed,NULL,NULL
T9364,2,Income,Shopify Store,Shopify Store,740.94,09/01/2023,Cancelled,NULL,NULL
T2548,1,Income,Bonus,Bonus,4931.49,08/01/2023,Pending,NULL,NULL
T6350,2,Expense,Food,Food,104.43,05/07/2023,Pending,NULL,NULL
T4006,2,Income,Property Rental,Property Rental,1082.84,01/08/2024,Cancelled,NULL,NULL
T8260,2,Expense,Food,Food,1146.235,05/04/2023,Pending,INV-7244,NULL
T5188,1,Expense,Utilities,Utilities,2209.095,13/12/2023,Completed,INV-5290,NULL
T7070,1,Income,Bonus,Bonus,166.06,15/08/2023,Completed,NULL,NULL
T6354,2,Expense,Beauty,Beauty,1744.93,26/10/2023,Cancelled,NULL,NULL
T3944,2,Expense,Beauty,Beauty,962.75,26/05/2023,Pending,INV-7857,NULL
T9275,1,Expense,Taxes,Taxes,1041.545,16/01/2023,Completed,INV-9746,NULL
T3717,1,Income,Shopify Store,Shopify Store,4697.71,03/05/2024,Completed,NULL,NULL
T5021,1,Income,Shopify Store,Shopify Store,2126.39,10/06/2023,Cancelled,NULL,NULL
T3820,2,Income,Bonus,Bonus,2164.94,04/02/2024,Cancelled,NULL,NULL
T4703,1,Expense,Beauty,Beauty,981.4,03/07/2024,Pending,INV-1548,NULL
T4643,1,Income,Shopify Store,Shopify Store,1855.33,17/06/2023,Completed,NULL,NULL
T5360,1,Income,Salary,Salary,311.78,21/11/2023,Pending,NULL,NULL
T5905,1,Income,Freelance,Freelance,1224.8,06/07/2023,Cancelled,NULL,NULL
T6152,1,Income,Bonus,Bonus,1100.14,26/12/2023,Cancelled,NULL,NULL
T3927,1,Income,Bonus,Bonus,4191.77,18/06/2023,Completed,NULL,NULL
T9353,2,Income,Shopify Store,Shopify Store,253.22,22/03/2024,Pending,NULL,NULL
T5007,1,Income,Shopify Store,Shopify Store,2340.08,23/07/2024,Cancelled,NULL,NULL
T8918,2,Expense,Groceries,Groceries,2440.725,21/09/2023,Cancelled,NULL,NULL
T9228,2,Expense,Groceries,Groceries,2350.975,03/01/2024,Pending,INV-2572,NULL
T4695,1,Income,Shopify Store,Shopify Store,2835.23,18/05/2023,Completed,NULL,NULL
T5673,2,Income,Property Rental,Property Rental,4109.48,22/02/2023,Cancelled,NULL,NULL
T3410,2,Expense,Beauty,Beauty,581.88,05/07/2023,Completed,INV-4363,NULL
T4844,1,Expense,Taxes,Taxes,390.335,10/08/2023,Pending,NULL,NULL
T2152,1,Expense,Entertainment,Netflix,2298.395,18/07/2024,Pending,INV-4055,NULL
T3767,1,Expense,Sending Money to Family,Sending Money to Family,1723.43,30/07/2023,Cancelled,NULL,R0002
T6478,2,Expense,Transport,Transport,29.71,29/03/2023,Cancelled,INV-4550,NULL
T1599,2,Income,Bonus,Bonus,976.26,10/03/2024,Pending,NULL,NULL
T2794,1,Income,Property Rental,Property Rental,2447.99,08/02/2023,Cancelled,NULL,NULL
T1447,2,Expense,Entertainment,Google,616.02,04/02/2023,Completed,INV-4945,NULL
T8874,2,Expense,Taxes,Taxes,1836.875,05/04/2023,Completed,INV-5171,NULL
T3644,1,Income,Bonus,Bonus,3098.09,26/05/2023,Completed,NULL,NULL
T9440,2,Expense,Sending Money to Family,Sending Money to Family,1794.885,21/10/2023,Cancelled,INV-3510,R0005
T5674,2,Expense,Groceries,Groceries,257.96,04/02/2024,Completed,INV-1888,NULL
T2393,2,Expense,Beauty,Beauty,2479.755,04/08/2024,Cancelled,NULL,NULL
T6222,2,Income,Property Rental,Property Rental,1711.91,26/02/2024,Pending,NULL,NULL
T7784,1,Expense,Taxes,Taxes,1186.245,09/07/2024,Completed,NULL,NULL
T9438,1,Income,Property Rental,Property Rental,2762.76,18/05/2023,Cancelled,NULL,NULL
T3034,2,Expense,Groceries,Groceries,361.405,31/01/2024,Pending,INV-4853,NULL
T6960,1,Income,Salary,Salary,2382.25,09/07/2023,Completed,NULL,NULL
T7230,1,Income,Shopify Store,Shopify Store,1799.93,01/05/2023,Completed,NULL,NULL
T1359,1,Expense,Entertainment,Airbnb,2164.03,11/02/2024,Cancelled,NULL,NULL
T8278,1,Income,Salary,Salary,2845.18,11/03/2024,Completed,NULL,NULL
T6531,2,Expense,Food,Food,1167.62,01/01/2024,Completed,INV-3846,NULL
T1248,1,Income,Freelance,Freelance,3526.88,20/09/2023,Completed,NULL,NULL
T5772,1,Income,Salary,Salary,3941.58,04/05/2024,Pending,NULL,NULL
T2866,2,Income,Freelance,Freelance,2789.6,24/08/2024,Cancelled,NULL,NULL
T1957,1,Income,Bonus,Bonus,3687.05,23/12/2023,Completed,NULL,NULL
T5208,2,Income,Bonus,Bonus,1072.42,19/05/2023,Pending,NULL,NULL
T5176,1,Expense,Entertainment,Spotify,189.835,01/05/2024,Completed,NULL,NULL
T9379,1,Income,Property Rental,Property Rental,3295.87,04/11/2023,Cancelled,NULL,NULL
T2343,1,Expense,Sending Money to Family,Sending Money to Family,2379.96,15/05/2023,Cancelled,NULL,R0008
T4037,1,Income,Bonus,Bonus,1479.04,02/10/2023,Completed,NULL,NULL
T4687,2,Expense,Utilities,Utilities,1324.175,09/01/2024,Cancelled,INV-7293,NULL
T4964,1,Income,Freelance,Freelance,3171.64,05/01/2023,Pending,NULL,NULL
T2456,2,Expense,Sending Money to Family,Sending Money to Family,1364.435,27/05/2023,Cancelled,NULL,R0001
T5871,2,Expense,Beauty,Beauty,2021.585,03/06/2023,Completed,INV-5340,NULL
T7777,1,Expense,Transport,Transport,76.69,29/08/2023,Completed,NULL,NULL
T8997,2,Income,Freelance,Freelance,3032.43,20/10/2023,Cancelled,NULL,NULL
T2686,1,Expense,Groceries,Groceries,318.425,30/07/2024,Cancelled,INV-4024,NULL
T3819,1,Income,Shopify Store,Shopify Store,1114.06,07/09/2023,Cancelled,NULL,NULL
T2695,2,Income,Freelance,Freelance,4442.74,20/02/2023,Cancelled,NULL,NULL
T7493,2,Income,Freelance,Freelance,2301.3,26/01/2024,Cancelled,NULL,NULL
T7837,1,Expense,Food,Food,1810.15,20/08/2024,Cancelled,NULL,NULL
T9700,1,Expense,Entertainment,Google,1795.065,14/06/2024,Pending,NULL,NULL
T8455,2,Income,Salary,Salary,4922.06,22/01/2024,Completed,NULL,NULL
T7480,2,Income,Bonus,Bonus,4098.87,24/03/2023,Pending,NULL,NULL
T9869,2,Income,Bonus,Bonus,551.92,29/11/2023,Cancelled,NULL,NULL
T6356,2,Expense,Transport,Transport,561.67,25/06/2023,Completed,NULL,NULL
T4640,2,Expense,Taxes,Taxes,325.255,28/10/2023,Cancelled,NULL,NULL
T3381,2,Income,Bonus,Bonus,2389.6,28/06/2024,Pending,NULL,NULL
T4381,1,Income,Salary,Salary,3438.94,30/06/2024,Cancelled,NULL,NULL
T1745,2,Income,Salary,Salary,4985.04,22/01/2023,Pending,NULL,NULL
T6604,1,Income,Salary,Salary,2290.88,21/08/2024,Pending,NULL,NULL
T5980,1,Income,Shopify Store,Shopify Store,3405.05,09/07/2024,Completed,NULL,NULL
T6224,1,Expense,Transport,Transport,1048.245,04/04/2023,Pending,NULL,NULL
T2817,1,Expense,Entertainment,Netflix,943.215,08/01/2023,Completed,NULL,NULL
T8826,2,Income,Property Rental,Property Rental,4721.24,15/03/2024,Cancelled,NULL,NULL
T2057,1,Income,Shopify Store,Shopify Store,4960.41,25/02/2024,Completed,NULL,NULL
T4829,1,Income,Shopify Store,Shopify Store,1010.24,24/04/2023,Pending,NULL,NULL
T3977,1,Expense,Taxes,Taxes,2012.84,10/02/2023,Cancelled,NULL,NULL
T5096,2,Expense,Groceries,Groceries,852.89,14/05/2023,Cancelled,INV-7444,NULL
T4400,1,Expense,Transport,Transport,397.125,23/04/2024,Completed,NULL,NULL
T7409,1,Income,Property Rental,Property Rental,1121.96,21/01/2024,Pending,NULL,NULL
T1173,1,Expense,Utilities,Utilities,349.135,04/11/2023,Pending,INV-6200,NULL
T5867,1,Income,Salary,Salary,4900.66,15/01/2024,Cancelled,NULL,NULL
T7849,2,Income,Bonus,Bonus,2694.58,11/07/2024,Cancelled,NULL,NULL
T5799,1,Expense,Sending Money to Family,Sending Money to Family,1559.735,27/08/2023,Cancelled,NULL,R0003
T8879,2,Expense,Sending Money to Family,Sending Money to Family,2277.52,08/05/2023,Pending,NULL,R0003
T1082,2,Expense,Utilities,Utilities,2182,07/08/2024,Cancelled,INV-6439,NULL
T1501,1,Income,Bonus,Bonus,4100.84,11/08/2024,Cancelled,NULL,NULL
T9400,2,Income,Bonus,Bonus,4580.69,27/04/2024,Pending,NULL,NULL
T4130,1,Expense,Transport,Transport,487.41,26/03/2023,Cancelled,NULL,NULL
T5245,2,Expense,Entertainment,DSTV,767.26,27/08/2023,Completed,INV-6821,NULL
T4655,2,Income,Shopify Store,Shopify Store,1376.25,03/07/2024,Completed,NULL,NULL
T7101,1,Expense,Food,Food,1054.83,05/09/2023,Completed,NULL,NULL
T5814,1,Income,Salary,Salary,2888.21,18/10/2023,Completed,NULL,NULL
T2072,1,Expense,Entertainment,Amazon,2260.625,12/10/2023,Pending,NULL,NULL
T8474,1,Income,Property Rental,Property Rental,318.56,05/03/2023,Cancelled,NULL,NULL
T8733,2,Expense,Sending Money to Family,Sending Money to Family,97.955,26/06/2024,Pending,NULL,R0003
T1860,2,Income,Bonus,Bonus,3296.12,29/05/2023,Pending,NULL,NULL
T5457,1,Income,Freelance,Freelance,3298.14,10/06/2024,Pending,NULL,NULL
T3696,1,Expense,Beauty,Beauty,601.04,29/04/2024,Pending,INV-6085,NULL
T7770,2,Income,Bonus,Bonus,3915.59,19/05/2024,Cancelled,NULL,NULL
T6174,1,Income,Property Rental,Property Rental,418.43,13/06/2023,Pending,NULL,NULL
T8070,1,Income,Bonus,Transfer In,1074.27,06/12/2023,Cancelled,NULL,NULL
T2799,2,Expense,Beauty,Beauty,562.195,22/03/2024,Completed,INV-1043,NULL
T4404,2,Expense,Taxes,Taxes,962.815,29/04/2024,Cancelled,INV-3971,NULL
T8341,1,Income,Property Rental,Property Rental,3667.75,10/08/2024,Pending,NULL,NULL
T3446,2,Expense,Groceries,Groceries,594.19,27/02/2023,Completed,INV-5130,NULL
T5554,2,Income,Shopify Store,Shopify Store,3388.22,13/08/2024,Pending,NULL,NULL
T6892,2,Expense,Transport,Transport,936.37,18/03/2024,Pending,NULL,NULL
T3342,2,Expense,Transport,Transport,702.035,07/01/2023,Cancelled,NULL,NULL
T3940,2,Expense,Utilities,Utilities,1245.12,09/02/2023,Completed,NULL,NULL
T2687,1,Expense,Beauty,Beauty,1659.395,22/07/2024,Cancelled,NULL,NULL
T1061,1,Income,Property Rental,Property Rental,2382.96,05/06/2024,Completed,NULL,NULL
T9262,2,Income,Freelance,Freelance,2942.41,10/10/2023,Pending,NULL,NULL
T1372,1,Income,Bonus,Bonus,1842.28,19/05/2023,Completed,NULL,NULL
T3288,2,Expense,Taxes,Taxes,774.915,13/06/2023,Cancelled,INV-3525,NULL
T5673,1,Expense,Taxes,Taxes,701.58,27/05/2024,Cancelled,INV-4059,NULL
T3113,2,Expense,Taxes,Taxes,1483.495,02/09/2023,Completed,NULL,NULL
T8970,2,Income,Property Rental,Property Rental,538.88,10/08/2024,Completed,NULL,NULL
T6735,2,Expense,Taxes,Taxes,2108.605,10/01/2024,Completed,NULL,NULL
T3741,1,Expense,Beauty,Beauty,1565.67,27/04/2024,Pending,NULL,NULL
T7881,1,Expense,Beauty,Beauty,1637.895,14/06/2024,Completed,INV-5927,NULL
T6398,1,Expense,Transport,Transport,367.285,29/11/2023,Cancelled,NULL,NULL
T8391,2,Income,Shopify Store,Shopify Store,3603.75,15/05/2023,Pending,NULL,NULL
T4999,1,Expense,Food,Food,1476.17,23/09/2023,Cancelled,INV-4025,NULL
T7525,2,Expense,Transport,Transport,1501.875,24/04/2023,Completed,NULL,NULL
T6329,1,Expense,Food,Food,739.68,18/12/2023,Completed,NULL,NULL
T1528,2,Expense,Entertainment,Spotify,671.89,18/08/2023,Completed,INV-6408,NULL
T7186,2,Income,Property Rental,Property Rental,4707.2,18/07/2024,Cancelled,NULL,NULL
T1225,2,Income,Freelance,Freelance,988.5,04/03/2024,Completed,NULL,NULL
T6708,2,Income,Shopify Store,Shopify Store,3714.69,03/04/2024,Completed,NULL,NULL
T5915,2,Expense,Taxes,Taxes,2079.09,13/10/2023,Cancelled,NULL,NULL
T4042,1,Expense,Food,Food,1457.805,26/03/2023,Pending,INV-8203,NULL
T9488,1,Income,Shopify Store,Shopify Store,3935.3,19/06/2023,Pending,NULL,NULL
T6618,1,Expense,Sending Money to Family,Sending Money to Family,1923.295,30/01/2024,Cancelled,NULL,R0005
T6631,2,Expense,Transport,Transport,1703.62,08/05/2023,Completed,INV-9695,NULL
T7238,1,Expense,Utilities,Utilities,2279.58,02/05/2024,Pending,NULL,NULL
T3909,1,Expense,Transport,Transport,789.075,22/08/2023,Completed,NULL,NULL
T2839,1,Expense,Transport,Transport,2446.245,12/01/2024,Cancelled,INV-1714,NULL
T6519,1,Income,Bonus,Bonus,1226.25,22/11/2023,Pending,NULL,NULL
T8968,2,Expense,Taxes,Taxes,1852.63,01/08/2024,Cancelled,NULL,NULL
T4941,2,Expense,Groceries,Groceries,1153.72,01/06/2024,Completed,INV-1580,NULL
T2827,1,Income,Salary,Salary,3472.3,23/01/2024,Cancelled,NULL,NULL
T1611,2,Income,Bonus,Bonus,4637.28,12/01/2024,Completed,NULL,NULL
T9271,2,Expense,Utilities,Utilities,2082.795,14/06/2023,Pending,INV-6873,NULL
T6941,1,Expense,Groceries,Groceries,395.9,27/03/2024,Completed,NULL,NULL
T1973,2,Expense,Groceries,Groceries,1444.69,23/04/2023,Pending,INV-1731,NULL
T3884,2,Income,Freelance,Freelance,4234.98,08/06/2023,Cancelled,NULL,NULL
T1361,2,Income,Freelance,Freelance,3814.97,19/09/2023,Pending,NULL,NULL
T7959,1,Expense,Entertainment,Apple,1374.53,26/08/2024,Completed,INV-6641,NULL
T7792,2,Expense,Transport,Transport,235.23,30/07/2023,Completed,INV-2369,NULL
T7124,2,Income,Shopify Store,Shopify Store,1398.4,25/01/2024,Cancelled,NULL,NULL
T5874,2,Expense,Entertainment,Microsoft,138.945,26/08/2024,Pending,NULL,NULL
T8328,1,Expense,Transport,Transport,186.955,21/04/2024,Completed,INV-3209,NULL
T3186,2,Expense,Entertainment,Airbnb,2474.895,26/01/2024,Completed,NULL,NULL
T8391,2,Income,Shopify Store,Shopify Store,2820.82,16/09/2023,Cancelled,NULL,NULL
T7642,2,Income,Salary,Salary,1324.34,14/06/2023,Completed,NULL,NULL
T4107,2,Income,Property Rental,Property Rental,4748.85,27/06/2024,Completed,NULL,NULL
T2325,1,Income,Bonus,Bonus,1029.31,18/07/2024,Pending,NULL,NULL
T5164,2,Expense,Sending Money to Family,Sending Money to Family,1932.575,31/07/2024,Completed,INV-1061,R0006
T4836,2,Income,Property Rental,Property Rental,122.94,09/08/2023,Cancelled,NULL,NULL
T6755,2,Income,Property Rental,Property Rental,3172.82,07/12/2023,Completed,NULL,NULL
T8170,2,Expense,Transport,Transport,528.84,06/12/2023,Cancelled,NULL,NULL
T5123,1,Income,Salary,Salary,2299.71,11/11/2023,Completed,NULL,NULL
T7650,2,Expense,Taxes,Taxes,855.205,24/09/2023,Cancelled,INV-7194,NULL
T6295,1,Expense,Taxes,Taxes,335.125,09/01/2024,Cancelled,INV-9286,NULL
T8946,2,Expense,Beauty,Beauty,771.86,26/05/2024,Cancelled,NULL,NULL
T4710,1,Income,Property Rental,Property Rental,109.26,01/01/2023,Cancelled,NULL,NULL
T6988,1,Income,Property Rental,Property Rental,1029.01,09/12/2023,Completed,NULL,NULL
T7200,2,Income,Shopify Store,Shopify Store,3072.75,12/01/2023,Completed,NULL,NULL
T4941,2,Expense,Sending Money to Family,Sending Money to Family,2394.01,06/01/2024,Pending,INV-9336,R0006
T5395,2,Expense,Transport,Transport,649.2,28/04/2024,Cancelled,NULL,NULL
T5772,2,Expense,Sending Money to Family,Sending Money to Family,611.195,18/11/2023,Cancelled,NULL,R0001
T1951,1,Income,Bonus,Bonus,2423.69,07/02/2023,Pending,NULL,NULL
T8356,1,Income,Shopify Store,Shopify Store,2787.45,21/09/2023,Cancelled,NULL,NULL
T4082,2,Income,Bonus,Bonus,483.97,31/01/2023,Completed,NULL,NULL
T7509,1,Expense,Entertainment,Adobe,715.16,22/02/2024,Cancelled,INV-8413,NULL
T5260,1,Expense,Sending Money to Family,Sending Money to Family,1289.17,17/06/2024,Pending,INV-2342,R0006
T9994,2,Income,Salary,Salary,293.1,09/03/2024,Completed,NULL,NULL
T4806,2,Expense,Beauty,Beauty,1252.895,03/07/2024,Cancelled,INV-9609,NULL
T5406,1,Expense,Transport,Transport,39.075,29/03/2023,Completed,INV-5667,NULL
T2193,2,Expense,Utilities,Utilities,1225.805,16/06/2024,Completed,INV-8322,NULL
T1240,2,Income,Bonus,Bonus,3146.77,11/11/2023,Cancelled,NULL,NULL
T8308,1,Expense,Groceries,Groceries,1408.17,24/01/2024,Pending,INV-5159,NULL
T7533,1,Expense,Entertainment,Microsoft,208.795,26/07/2023,Completed,NULL,NULL
T9271,2,Income,Freelance,Freelance,3740.36,04/11/2023,Pending,NULL,NULL
T6843,2,Income,Salary,Salary,1804.58,23/01/2023,Pending,NULL,NULL
T8766,1,Expense,Food,Food,692.11,28/01/2023,Pending,INV-2854,NULL
T5123,2,Expense,Food,Food,2163.66,08/08/2024,Cancelled,INV-5150,NULL
T9263,2,Income,Salary,Salary,1171.76,05/10/2023,Completed,NULL,NULL
T4234,1,Expense,Transport,Transport,2338.93,13/06/2023,Completed,INV-8116,NULL
T6423,2,Income,Freelance,Freelance,4142.28,17/01/2023,Pending,NULL,NULL
T1096,1,Income,Bonus,Bonus,814.02,19/06/2023,Pending,NULL,NULL
T9459,2,Expense,Utilities,Utilities,2029.58,09/01/2024,Cancelled,NULL,NULL
T9639,2,Expense,Beauty,Beauty,1526.37,12/03/2024,Completed,NULL,NULL
T9071,2,Expense,Sending Money to Family,Sending Money to Family,719.315,10/02/2024,Completed,NULL,R0002
T1285,1,Expense,Transport,Transport,2146.14,21/07/2023,Pending,NULL,NULL
T2124,2,Expense,Beauty,Beauty,1302.525,04/04/2024,Completed,NULL,NULL
T1060,2,Income,Salary,Salary,4606.33,26/12/2023,Pending,NULL,NULL
T2070,1,Expense,Sending Money to Family,Sending Money to Family,721.17,24/04/2024,Completed,NULL,R0001
T7523,2,Income,Bonus,Bonus,3036.33,03/05/2023,Completed,NULL,NULL
T4030,2,Income,Property Rental,Property Rental,3960.52,28/12/2023,Completed,NULL,NULL
T6005,2,Income,Salary,Salary,952.03,28/07/2023,Pending,NULL,NULL
